ID,Institucion educativa,Ranking institución educativa,Origen institución educativa,Número de créditos programa educativo,nombreareaconocimiento,Metodología programa educativo,Area programa educativo,Periodicidad programa educativo,Numero periodos programa educativo,Titulo egresado,Opiniones institución educativa,Link,image_url
74,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,15,Público,160,Bellas artes,Presencial,Artes representativas,Semestral,10,MAESTRO EN ARTE DANZARIO,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png
75,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,15,Público,163,Bellas artes,Presencial,Artes representativas,Semestral,10,MAESTRO EN ARTES ESCENICAS,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png
76,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,15,Público,166,Bellas artes,Presencial,Música,Semestral,10,MAESTRO EN ARTES MUSICALES,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png
77,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,15,Público,160,Bellas artes,Presencial,Artes plásticas visuales y afines,Semestral,10,MAESTRO EN ARTES PLASTICAS Y VISUALES,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png
78,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,15,Público,144,Matemáticas y ciencias naturales,Presencial,Biología microbiología y afines,Semestral,8,BIÓLOGO,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png
79,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,15,Público,160,Ciencias sociales y humanas,Presencial,Comunicación social periodismo y afines,Semestral,9,COMUNICADOR SOCIAL Y PERIODISTA,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png
80,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,15,Público,145,Matemáticas y ciencias naturales,Presencial,Física,Semestral,10,FÍSICO,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png
81,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,15,Público,172,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería civil y afines,Semestral,10,INGENIERO CIVIL,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png
82,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,15,Público,167,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería ambiental sanitaria y afines,Semestral,10,INGENIERO AMBIENTAL,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png
83,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,15,Público,160,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería civil y afines,Semestral,10,INGENIERO CATASTRAL Y GEODESTA,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png
84,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,15,Público,175,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería industrial y afines,Semestral,10,INGENIERO DE PRODUCCION,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png
85,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,15,Público,180,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería de sistemas telemática y afines,Semestral,10,INGENIERO DE SISTEMAS,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png
86,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,15,Público,164,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería eléctrica y afines,Semestral,10,INGENIERO ELECTRICO,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png
87,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,15,Público,166,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería eléctrica y afines,Semestral,10,INGENIERO ELÉCTRICO,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png
88,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,15,Público,163,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería electrónica telecomunicaciones y afines,Semestral,10,INGENIERO ELECTRONICO,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png
89,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,15,Público,172,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería electrónica telecomunicaciones y afines,Semestral,10,INGENIERO EN TELECOMUNICACIONES,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png
90,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,15,Público,170,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería electrónica telecomunicaciones y afines,Semestral,10,INGENIERO(A) EN CONTROL Y AUTOMATIZACIÓN,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png
91,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,15,Público,172,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería de sistemas telemática y afines,Semestral,10,INGENIERO(A) EN TELEMÁTICA,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png
92,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,15,Público,164,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería agrícola forestal y afines,Semestral,10,INGENIERO FORESTAL,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png
93,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,15,Público,167,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería industrial y afines,Semestral,10,INGENIERO INDUSTRIAL,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png
94,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,15,Público,160,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería mecánica y afines,Semestral,10,INGENIERO MECANICO,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png
95,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,15,Público,162,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería ambiental sanitaria y afines,Semestral,9,INGENIERO SANITARIO,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png
96,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,15,Público,162,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería civil y afines,Semestral,10,INGENIERO TOPOGRAFICO,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png
97,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,15,Público,154,Ciencias de la educación,Presencial,Educación,Semestral,10,LICENCIADO(A)   EN HUMANIDADES Y LENGUA CASTELLANA,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png
98,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,15,Público,141,Ciencias de la educación,Presencial,Educación,Semestral,9,LICENCIADO(A)  EN MATEMATICAS,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png
99,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,15,Público,160,Ciencias de la educación,Presencial,Educación,Semestral,10,LICENCIADO(A)  EN CIENCIAS SOCIALES,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png
100,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,15,Público,146,Ciencias de la educación,Presencial,Educación,Semestral,8,LICENCIADO(A) EN BIOLOGIA,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png
101,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,15,Público,141,Ciencias de la educación,Presencial,Educación,Semestral,8,LICENCIADO EN EDUCACIÓN ARTÍSTICA,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png
102,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,15,Público,153,Ciencias de la educación,Presencial,Educación,Semestral,10,LICENCIADO (A) EN EDUCACION INFANTIL,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png
103,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,15,Público,160,Ciencias de la educación,Presencial,Educación,Semestral,10,LICENCIADO EN FISICA,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png
104,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,15,Público,153,Ciencias de la educación,Presencial,Educación,Semestral,10,LICENCIADO(A) ENLENGUAS EXTRANJERAS CON ENFASIS EN INGLES,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png
105,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,15,Público,151,Ciencias de la educación,Presencial,Educación,Semestral,9,LICENCIADO EN QUIMICA,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png
106,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,15,Público,140,Matemáticas y ciencias naturales,Presencial,Matemáticas estadística y afines,Semestral,8,MATEMATICO,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png
107,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,15,Público,145,Matemáticas y ciencias naturales,Presencial,Química y afines,Semestral,9,QUÍMICO (A),,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png
108,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,160,Economía administración contaduría y afines,Presencial,Administración,Semestral,10,ADMINISTRADOR DE EMPRESAS,,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
109,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,150,Ciencias sociales y humanas,Presencial,Antropología y  artes liberales,Semestral,9,ANTROPÓLOGO(A),,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
110,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,188,Ingeniería arquitectura urbanismo y afines,Presencial,Arquitectura,Semestral,10,ARQUITECTO,,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
111,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,153,Bellas artes,Presencial,Artes representativas,Semestral,8,MAESTRO EN ARTES ESCÉNICAS,,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
112,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,170,Bellas artes,Presencial,Artes plásticas visuales y afines,Semestral,10,MAESTRO EN ARTES VISUALES,,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
113,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,144,Ciencias de la salud,Presencial,Bacteriología,Semestral,8,BACTERIOLOGO,,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
114,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,136,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería ambiental sanitaria y afines,Semestral,8,BIOINGENIERO(A),,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
115,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,171,Matemáticas y ciencias naturales,Presencial,Biología microbiología y afines,Semestral,10,BIOLOGO,,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
116,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,134,Matemáticas y ciencias naturales,Presencial,Matemáticas estadística y afines,Semestral,8,CIENTÍFICO(A) DE DATOS,,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
117,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,144,Ciencias sociales y humanas,Presencial,Bibliotecología otros de ciencias sociales y humanas,Semestral,8,PROFESIONAL EN CIENCIA DE LA INFORMACION BIBLIOTECOLOGIA Y ARCHIVISTICA,,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
118,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,165,Ciencias sociales y humanas,Presencial,Ciencia política relaciones internacionales,Semestral,10,POLITOLOGO,,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
119,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,178,Ciencias sociales y humanas,Presencial,Comunicación social periodismo y afines,Semestral,10,COMUNICADOR SOCIAL,,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
120,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,160,Economía administración contaduría y afines,Presencial,Contaduría pública,Semestral,10,CONTADOR PUBLICO,,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
121,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,190,Ciencias sociales y humanas,Presencial,Derecho y afines,Semestral,10,ABOGADO,,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
122,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,166,Bellas artes,Presencial,Diseño,Semestral,9,DISEÑADOR INDUSTRIAL,,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
123,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,170,Matemáticas y ciencias naturales,Presencial,Biología microbiología y afines,Semestral,10,ECOLOGO,,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
124,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,160,Economía administración contaduría y afines,Presencial,Economía,Semestral,9,ECONOMISTA,,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
125,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,160,Ciencias de la salud,Presencial,Enfermería,Semestral,9,ENFERMERA(O),,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
126,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,140,Ciencias sociales y humanas,Presencial,Lenguas modernas literatura linguística y afines,Semestral,8,PROFESIONAL EN ESTUDIOS LITERARIOS,,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
127,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,178,Bellas artes,Presencial,Música,Semestral,10,MAESTRO EN MUSICA,,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
128,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,150,Ciencias sociales y humanas,Presencial,Filosofía teología y afines,Semestral,9,FILOSOFO,,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
129,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,140,Economía administración contaduría y afines,Presencial,Administración,Semestral,8,PROFESIONAL EN FINANZAS,,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
130,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,140,Ciencias sociales y humanas,Presencial,Geografía historia,Semestral,8,HISTORIADOR,,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
131,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,138,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería civil y afines,Semestral,8,INGENIERO CIVIL,,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
132,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,138,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería de sistemas telemática y afines,Semestral,8,INGENIERO DE SISTEMAS,,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
133,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,160,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería electrónica telecomunicaciones y afines,Semestral,10,INGENIERO ELECTRONICO,,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
134,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,138,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería de sistemas telemática y afines,Semestral,8,INGENIERO(A) EN REDES Y TELECOMUNICACIONES,,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
135,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,138,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería industrial y afines,Semestral,8,INGENIERO INDUSTRIAL,,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
136,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,137,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería mecánica y afines,Semestral,8,INGENIERO (A) MECÁNICO (A),,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
137,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,136,Sin clasificar,Presencial,Sin clasificar,Semestral,8,INGENIERO(A) MECATRÓNICO(A),,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
138,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,149,Ciencias de la educación,Presencial,Educación,Semestral,8,LICENCIADO(A) EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL,,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
139,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,144,Ciencias de la educación,Presencial,Educación,Semestral,8,LICENCIADO EN EDUCACION FISICA,,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
140,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,160,Ciencias de la educación,Presencial,Educación,Semestral,8,LICENCIADO(A) EN EDUCACIÓN INFANTIL,,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
141,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,160,Ciencias de la educación,Presencial,Educación,Semestral,8,LICENCIADO EN FILOSOFIA,,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
142,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,180,Ciencias de la educación,Presencial,Educación,Semestral,10,LICENCIADO EN LENGUAS MODERNAS CON ÉNFASIS EN INGLÉS Y FRANCÉS,,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
143,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,144,Ciencias de la educación,Presencial,Educación,Semestral,8,LICENCIADO(A) EN LITERATURA Y LENGUA CASTELLANA,,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
144,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,180,Ciencias de la educación,Presencial,Educación,Semestral,10,LICENCIADO EN TEOLOGIA,,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
145,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,144,Matemáticas y ciencias naturales,Presencial,Matemáticas estadística y afines,Semestral,8,MATEMÁTICO,,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
146,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,300,Ciencias de la salud,Presencial,Medicina,Semestral,12,MEDICO CIRUJANO,,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
147,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,136,Matemáticas y ciencias naturales,Presencial,Biología microbiología y afines,Semestral,8,MICROBIOLOGO INDUSTRIAL,,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
148,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,180,Ciencias de la salud,Presencial,Nutrición y dietética,Semestral,10,NUTRICIONISTA DIETISTA,,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
149,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,170,Ciencias de la salud,Presencial,Odontología,Semestral,10,ODONTOLOGO,,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
150,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,164,Ciencias sociales y humanas,Presencial,Psicología,Semestral,10,PSICOLOGO(A),,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
151,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,148,Matemáticas y ciencias naturales,Presencial,Química y afines,Semestral,8,QUÍMICO (A) FARMACÉUTICO (A),,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
152,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,169,Ciencias sociales y humanas,Presencial,Ciencia política relaciones internacionales,Semestral,10,INTERNACIONALISTA,,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
153,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,150,Ciencias sociales y humanas,Presencial,Sociología trabajo social y afines,Semestral,9,SOCIÓLOGO (A),,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
154,PONTIFICIA UNIVERSIDAD JAVERIANA,2,Privado,171,Ciencias sociales y humanas,Presencial,Filosofía teología y afines,Semestral,10,TEOLOGO,,https://www.javeriana.edu.co/inicio,https://www.javeriana.edu.co/recursosdb/20129/601896/escudo-puj-bogota-sticky.png
155,UNIVERSIDAD SANTO TOMAS,48,Privado,138,Economía administración contaduría y afines,A distancia,Administración,Semestral,8,ADMINISTRADOR AMBIENTAL Y DE LOS RECURSOS NATURALES,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png
156,UNIVERSIDAD SANTO TOMAS,48,Privado,138,Economía administración contaduría y afines,A distancia,Administración,Semestral,8,ADMINISTRADOR DE EMPRESAS,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png
