ID,Institucion educativa,precio,Ranking institución educativa,Origen institución educativa,Número de créditos programa educativo,nombreareaconocimiento,Metodología programa educativo,Area programa educativo,Periodicidad programa educativo,Numero periodos programa educativo,Titulo egresado,Opiniones institución educativa,Link,image_url,acreditacion,,,,,,,,,,,
73,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,$,15,Público,160,Ciencias sociales y humanas,Presencial,Bibliotecología otros de ciencias sociales y humanas,Semestral,9,PROFESIONAL EN ARCHIVISTICA Y GESTION DE LA INFORMACION DIGITAL,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png,Registro calificado,,,,,,,,,,,
74,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,$,15,Público,160,Bellas artes,Presencial,Artes representativas,Semestral,10,MAESTRO EN ARTE DANZARIO,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png,Registro calificado,,,,,,,,,,,
75,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,$,15,Público,163,Bellas artes,Presencial,Artes representativas,Semestral,10,MAESTRO EN ARTES ESCENICAS,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png,n/a,,,,,,,,,,,
76,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,$,15,Público,166,Bellas artes,Presencial,Música,Semestral,10,MAESTRO EN ARTES MUSICALES,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png,Acreditación de alta calidad,,,,,,,,,,,
77,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,$,15,Público,160,Bellas artes,Presencial,Artes plásticas visuales y afines,Semestral,10,MAESTRO EN ARTES PLASTICAS Y VISUALES,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png,n/a,,,,,,,,,,,
78,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,$,15,Público,144,Matemáticas y ciencias naturales,Presencial,Biología microbiología y afines,Semestral,8,BIÓLOGO,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png,Registro calificado,,,,,,,,,,,
79,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,$,15,Público,160,Ciencias sociales y humanas,Presencial,Comunicación social periodismo y afines,Semestral,9,COMUNICADOR SOCIAL Y PERIODISTA,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png,Registro calificado,,,,,,,,,,,
80,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,$,15,Público,145,Matemáticas y ciencias naturales,Presencial,Física,Semestral,10,FÍSICO,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png,Registro calificado,,,,,,,,,,,
81,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,$,15,Público,172,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería civil y afines,Semestral,10,INGENIERO CIVIL,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png,Registro calificado,,,,,,,,,,,
82,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,$,15,Público,167,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería ambiental sanitaria y afines,Semestral,10,INGENIERO AMBIENTAL,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png,Registro calificado,,,,,,,,,,,
83,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,$,15,Público,160,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería civil y afines,Semestral,10,INGENIERO CATASTRAL Y GEODESTA,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png,Acreditación de alta calidad,,,,,,,,,,,
84,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,$,15,Público,175,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería industrial y afines,Semestral,10,INGENIERO DE PRODUCCION,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png,Registro calificado,,,,,,,,,,,
85,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,$,15,Público,180,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería de sistemas telemática y afines,Semestral,10,INGENIERO DE SISTEMAS,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png,Registro calificado,,,,,,,,,,,
86,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,$,15,Público,164,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería eléctrica y afines,Semestral,10,INGENIERO ELECTRICO,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png,Registro calificado,,,,,,,,,,,
87,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,$,15,Público,166,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería eléctrica y afines,Semestral,10,INGENIERO ELÉCTRICO,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png,Registro calificado,,,,,,,,,,,
88,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,$,15,Público,163,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería electrónica telecomunicaciones y afines,Semestral,10,INGENIERO ELECTRONICO,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png,Acreditación de alta calidad,,,,,,,,,,,
89,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,$,15,Público,172,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería electrónica telecomunicaciones y afines,Semestral,10,INGENIERO EN TELECOMUNICACIONES,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png,Registro calificado,,,,,,,,,,,
90,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,$,15,Público,170,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería electrónica telecomunicaciones y afines,Semestral,10,INGENIERO(A) EN CONTROL Y AUTOMATIZACIÓN,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png,Registro calificado,,,,,,,,,,,
91,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,$,15,Público,172,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería de sistemas telemática y afines,Semestral,10,INGENIERO(A) EN TELEMÁTICA,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png,Registro calificado,,,,,,,,,,,
92,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,$,15,Público,164,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería agrícola forestal y afines,Semestral,10,INGENIERO FORESTAL,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png,Acreditación de alta calidad,,,,,,,,,,,
93,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,$,15,Público,167,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería industrial y afines,Semestral,10,INGENIERO INDUSTRIAL,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png,Acreditación de alta calidad,,,,,,,,,,,
94,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,$,15,Público,160,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería mecánica y afines,Semestral,10,INGENIERO MECANICO,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png,Registro calificado,,,,,,,,,,,
95,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,$,15,Público,162,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería ambiental sanitaria y afines,Semestral,9,INGENIERO SANITARIO,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png,Registro calificado,,,,,,,,,,,
96,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,$,15,Público,162,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería civil y afines,Semestral,10,INGENIERO TOPOGRAFICO,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png,Acreditación de alta calidad,,,,,,,,,,,
97,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,$,15,Público,154,Ciencias de la educación,Presencial,Educación,Semestral,10,LICENCIADO(A)   EN HUMANIDADES Y LENGUA CASTELLANA,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png,Acreditación de alta calidad,,,,,,,,,,,
98,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,$,15,Público,141,Ciencias de la educación,Presencial,Educación,Semestral,9,LICENCIADO(A)  EN MATEMATICAS,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png,Acreditación de alta calidad,,,,,,,,,,,
99,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,$,15,Público,160,Ciencias de la educación,Presencial,Educación,Semestral,10,LICENCIADO(A)  EN CIENCIAS SOCIALES,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png,Acreditación de alta calidad,,,,,,,,,,,
100,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,$,15,Público,146,Ciencias de la educación,Presencial,Educación,Semestral,8,LICENCIADO(A) EN BIOLOGIA,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png,Acreditación de alta calidad,,,,,,,,,,,
101,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,$,15,Público,141,Ciencias de la educación,Presencial,Educación,Semestral,8,LICENCIADO EN EDUCACIÓN ARTÍSTICA,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png,Acreditación de alta calidad,,,,,,,,,,,
102,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,$,15,Público,153,Ciencias de la educación,Presencial,Educación,Semestral,10,LICENCIADO (A) EN EDUCACION INFANTIL,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png,Acreditación de alta calidad,,,,,,,,,,,
103,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,$,15,Público,160,Ciencias de la educación,Presencial,Educación,Semestral,10,LICENCIADO EN FISICA,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png,Acreditación de alta calidad,,,,,,,,,,,
104,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,$,15,Público,153,Ciencias de la educación,Presencial,Educación,Semestral,10,LICENCIADO(A) ENLENGUAS EXTRANJERAS CON ENFASIS EN INGLES,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png,Acreditación de alta calidad,,,,,,,,,,,
105,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,$,15,Público,151,Ciencias de la educación,Presencial,Educación,Semestral,9,LICENCIADO EN QUIMICA,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png,Acreditación de alta calidad,,,,,,,,,,,
106,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,$,15,Público,140,Matemáticas y ciencias naturales,Presencial,Matemáticas estadística y afines,Semestral,8,MATEMATICO,,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png,Acreditación de alta calidad,,,,,,,,,,,
107,UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,$,15,Público,145,Matemáticas y ciencias naturales,Presencial,Química y afines,Semestral,9,QUÍMICO (A),,https://www.udistrital.edu.co/inicio,https://www.udistrital.edu.co/themes/custom/versh/logo.png,Registro calificado,,,,,,,,,,,
155,UNIVERSIDAD SANTO TOMAS,$$$,48,Privado,138,Economía administración contaduría y afines,A distancia,Administración,Semestral,8,ADMINISTRADOR AMBIENTAL Y DE LOS RECURSOS NATURALES,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,Registro calificado,,,,,,,,,,,
156,UNIVERSIDAD SANTO TOMAS,$$$,48,Privado,138,Economía administración contaduría y afines,A distancia,Administración,Semestral,8,ADMINISTRADOR DE EMPRESAS,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,Registro calificado,,,,,,,,,,,
157,UNIVERSIDAD SANTO TOMAS,$$$,48,Privado,138,Economía administración contaduría y afines,Presencial,Administración,Semestral,8,PROFESIONAL EN ADMINISTRACIÓN  DE EMPRESAS,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,Acreditación de alta calidad,,,,,,,,,,,
158,UNIVERSIDAD SANTO TOMAS,$$$,48,Privado,170,Economía administración contaduría y afines,A distancia,Administración,Semestral,10,ADMINISTRADOR DE EMPRESAS AGROPECUARIAS,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,Registro calificado,,,,,,,,,,,
159,UNIVERSIDAD SANTO TOMAS,$$$,48,Privado,156,Ciencias sociales y humanas,Presencial,Comunicación social periodismo y afines,Semestral,9,COMUNICADOR SOCIAL,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,Acreditación de alta calidad,,,,,,,,,,,
160,UNIVERSIDAD SANTO TOMAS,$$$,48,Privado,160,Ingeniería arquitectura urbanismo y afines,A distancia,Arquitectura,Semestral,10,CONSTRUCTOR EN ARQUITECTURA E INGENIERIA,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,Registro calificado,,,,,,,,,,,
161,UNIVERSIDAD SANTO TOMAS,$$$,48,Privado,130,Economía administración contaduría y afines,Presencial,Contaduría pública,Semestral,9,CONTADOR PUBLICO,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,n/a,,,,,,,,,,,
162,UNIVERSIDAD SANTO TOMAS,$$$,48,Privado,146,Ciencias sociales y humanas,Presencial,Deportes educación física y recreación,Semestral,10,PROFESIONAL EN CULTURA FISICA DEPORTE Y RECREACION,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,Acreditación de alta calidad,,,,,,,,,,,
163,UNIVERSIDAD SANTO TOMAS,$$$,48,Privado,168,Ciencias sociales y humanas,Presencial,Derecho y afines,Semestral,10,ABOGADO,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,Registro calificado,,,,,,,,,,,
164,UNIVERSIDAD SANTO TOMAS,$$$,48,Privado,137,Bellas artes,Presencial,Diseño,Semestral,8,DISEÑADOR GRÁFICO,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,Registro calificado,,,,,,,,,,,
165,UNIVERSIDAD SANTO TOMAS,$$$,48,Privado,145,Economía administración contaduría y afines,Presencial,Economía,Semestral,9,ECONOMISTA,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,Acreditación de alta calidad,,,,,,,,,,,
166,UNIVERSIDAD SANTO TOMAS,$$$,48,Privado,157,Ciencias de la educación,A distancia,Educación,Semestral,10,LICENCIADO(A) EN EDUCACION RELIGIOSA,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,Acreditación de alta calidad,,,,,,,,,,,
167,UNIVERSIDAD SANTO TOMAS,$$$,48,Privado,138,Matemáticas y ciencias naturales,Presencial,Matemáticas estadística y afines,Semestral,8,PROFESIONAL EN ESTADÍSTICA,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,Registro calificado,,,,,,,,,,,
168,UNIVERSIDAD SANTO TOMAS,$$$,48,Privado,138,Ciencias sociales y humanas,Presencial,Ciencia política relaciones internacionales,Semestral,8,PROFESIONAL EN GOBIERNO Y RELACIONES INTERNACIONALES,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,Registro calificado,,,,,,,,,,,
169,UNIVERSIDAD SANTO TOMAS,$$$,48,Privado,150,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería ambiental sanitaria y afines,Semestral,10,INGENIERO AMBIENTAL,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,Acreditación de alta calidad,,,,,,,,,,,
170,UNIVERSIDAD SANTO TOMAS,$$$,48,Privado,158,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería civil y afines,Semestral,10,INGENIERO CIVIL,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,Acreditación de alta calidad,,,,,,,,,,,
171,UNIVERSIDAD SANTO TOMAS,$$$,48,Privado,155,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería electrónica telecomunicaciones y afines,Semestral,10,INGENIERO DE TELECOMUNICACIONES,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,Acreditación de alta calidad,,,,,,,,,,,
172,UNIVERSIDAD SANTO TOMAS,$$$,48,Privado,161,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería electrónica telecomunicaciones y afines,Semestral,10,INGENIERO ELECTRONICO,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,Acreditación de alta calidad,,,,,,,,,,,
173,UNIVERSIDAD SANTO TOMAS,$$$,48,Privado,157,Ingeniería arquitectura urbanismo y afines,A distancia,Ingeniería de sistemas telemática y afines,Semestral,10,INGENIERO INFORMATICO,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,Registro calificado,,,,,,,,,,,
174,UNIVERSIDAD SANTO TOMAS,$$$,48,Privado,162,Ingeniería arquitectura urbanismo y afines,A distancia,Ingeniería industrial y afines,Semestral,10,INGENIERO EN  LOGISTICA Y  OPERACIONES,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Logo_de_la_Santo_Tom%C3%A1s.svg/1200px-Logo_de_la_Santo_Tom%C3%A1s.svg.png,Registro calificado,,,,,,,,,,,
